2024-10-24 22:58:53,  11,  0,  0,  46,  0
2024-10-24 23:02:29,  11,  0,  0,  23,  0
2024-10-24 23:02:32,  11,  0,  0,  0,  0
2024-10-24 23:02:35,  11,  0,  0,  0,  0
2024-10-24 23:02:38,  11,  0,  0,  0,  0
2024-10-24 23:02:41,  11,  0,  0,  0,  0
2024-10-25 01:07:52,  11,  0,  0,  23,  0
2024-10-25 01:07:55,  11,  0,  0,  0,  0
2024-10-25 01:07:58,  11,  0,  0,  0,  0
2024-10-25 01:08:01,  11,  0,  0,  0,  0
2024-10-25 01:08:04,  11,  0,  0,  0,  0
2024-10-25 01:10:26,  0,  16,  0,  2,  0
2024-10-25 01:10:59,  0,  9,  0,  3,  0
2024-10-25 01:11:32,  0,  5,  0,  2,  0
2024-10-25 01:12:05,  0,  12,  0,  6,  0
2024-10-25 14:18:16,  0,  0,  0,  0,  0
2024-10-25 14:18:19,  0,  0,  0,  0,  0
2024-10-25 14:18:22,  0,  0,  0,  0,  0
2024-10-25 14:18:26,  0,  0,  0,  0,  0
2024-10-25 14:18:44,  0,  0,  0,  0,  0
2024-10-25 14:18:47,  0,  0,  0,  0,  0
2024-10-25 14:18:50,  0,  0,  0,  0,  0
2024-10-25 14:18:53,  0,  0,  0,  0,  0
2024-10-25 14:18:56,  0,  0,  0,  0,  0
2024-10-25 14:18:59,  0,  0,  0,  0,  0
2024-10-25 14:19:02,  0,  0,  0,  0,  0
2024-10-25 14:19:05,  0,  0,  0,  0,  0
2024-10-25 14:19:21,  0,  0,  0,  0,  0
2024-10-25 14:19:24,  0,  0,  0,  0,  0
2024-10-25 14:20:06,  0,  0,  0,  0,  0
2024-10-25 14:20:09,  0,  0,  0,  0,  0
2024-10-25 14:20:51,  0,  0,  0,  0,  0
2024-10-25 14:20:54,  0,  0,  0,  0,  0
2024-10-25 14:21:25,  0,  0,  0,  0,  0
2024-10-25 14:23:13,  11,  0,  0,  0,  0
2024-10-25 14:23:16,  11,  0,  0,  0,  0
2024-10-25 14:23:56,  0,  0,  0,  0,  0
2024-10-25 14:30:00,  0,  0,  0,  3,  0
2024-10-25 14:31:48,  0,  0,  0,  7,  0
2024-10-25 14:32:51,  0,  0,  0,  7,  0
2024-10-25 14:33:55,  0,  0,  0,  0,  0
2024-10-25 14:34:28,  0,  0,  0,  0,  0
2024-10-25 14:36:05,  0,  0,  0,  2,  0
2024-10-25 14:46:29,  0,  16,  0,  1,  0
2024-10-25 15:31:15,  0,  0,  0,  2,  0
2024-10-25 15:31:27,  11,  0,  0,  1,  0
2024-10-25 15:31:30,  11,  0,  0,  0,  0
2024-10-25 15:57:35,  0,  1,  0,  35,  0
2024-10-25 16:02:17,  11,  0,  0,  21,  0
2024-10-25 16:06:16,  11,  0,  0,  21,  0
2024-10-25 16:06:19,  11,  0,  0,  0,  0
2024-10-25 16:07:07,  11,  0,  0,  21,  0
2024-10-25 16:16:39,  11,  0,  0,  33,  0
2024-10-25 16:17:47,  0,  0,  0,  10,  0
2024-10-25 16:38:23,  11,  0,  0,  0,  0
2024-10-25 16:38:26,  11,  0,  0,  0,  0
2024-10-25 16:38:29,  11,  0,  0,  0,  0
2024-10-25 16:39:19,  0,  0,  0,  0,  0
2024-10-25 16:39:52,  0,  0,  0,  0,  0
2024-10-25 16:58:00,  11,  0,  0,  0,  0
2024-10-25 17:16:28,  0,  0,  0,  0,  0
2024-10-25 17:55:34,  11,  0,  0,  0,  0
2024-10-25 18:11:52,  0,  0,  0,  0,  0
2024-10-25 18:18:15,  11,  0,  0,  124,  0
2024-10-25 18:18:18,  11,  0,  0,  0,  0
2024-10-25 18:21:12,  11,  0,  0,  205,  0
